Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
06/07/2007,1532,1538.25,1502.25,1503.75,-27.5,-1.80%,1859481,696665
06/06/2007,1548.75,1550.5,1530.25,1531.25,-17.5,-1.13%,179651,383104
06/05/2007,1554.75,1556.25,1542,1548.75,-6.75,-0.43%,153168,251323
06/04/2007,1554.25,1557.5,1548.25,1555.5,0.75,+0.05%,69590,123602
06/01/2007,1548,1557.75,1548,1554.75,6.75,+0.44%,16275,73057
05/31/2007,1548.5,1553,1545.5,1548,-0.75,-0.05%,23148,63176
05/30/2007,1536.5,1549.25,1527.5,1548.75,11.5,+0.75%,12506,51955
05/29/2007,1533,1539,1529.25,1537.25,5.25,+0.34%,16095,45324
05/25/2007,1526.75,1535,1525.25,1532,5.75,+0.38%,1930,34983
05/24/2007,1540,1547.25,1522.5,1526.25,-14,-0.91%,7438,34360
05/23/2007,1541,1550.25,1539.25,1540.25,0.25,+0.02%,2348,29938
05/22/2007,1542.25,1548,1540,1540,-2.75,-0.18%,5317,29443
05/21/2007,1542,1548.5,1541.25,1542.75,0,0.00%,1095,26134
05/18/2007,1530.25,1542.75,1528.75,1542.75,12.75,+0.83%,1985,26215
05/17/2007,1531.5,1536,1528,1530,-2.5,-0.16%,1005,24941
05/16/2007,1522.5,1533,1520.5,1532.5,9.5,+0.62%,2835,25006
05/15/2007,1519.25,1534,1517.5,1523,-0.25,-0.02%,4147,22902
05/14/2007,1526.25,1530.5,1517.5,1523.25,-3.5,-0.23%,4538,19322
05/11/2007,1512.75,1527,1510.5,1526.75,13.25,+0.88%,3615,15660
05/10/2007,1531.25,1531.25,1510.75,1513.5,-16.75,-1.09%,2350,15540
05/09/2007,1526.5,1533.25,1522.75,1530.25,3.5,+0.23%,1238,14185
05/08/2007,1528,1528.25,1520.5,1526.75,-2,-0.13%,1150,13738
05/07/2007,1528,1531,1527.25,1528.75,0,0.00%,676,13298
05/04/2007,1522.25,1531,1521.5,1528.75,6,+0.39%,772,12955
05/03/2007,1514.5,1523.5,1513.5,1522.75,7.5,+0.49%,636,12669
05/02/2007,1507,1518.75,1507,1515.25,8.5,+0.56%,323,12494
05/01/2007,1502,1507,1496.5,1506.75,4.25,+0.28%,929,12432
04/30/2007,1515,1518.75,1502.5,1502.5,-13.75,-0.91%,1006,12345
04/27/2007,1516.75,1517.75,1509,1516.25,-0.75,-0.05%,213,11792
04/26/2007,1515.5,1518.75,1511.75,1517,2,+0.13%,1093,11747
04/25/2007,1502.5,1517.25,1501.25,1515,12.5,+0.83%,619,11226
04/24/2007,1505,1505.5,1494.5,1502.5,0,0.00%,3267,11035
04/23/2007,1507,1508.75,1501.5,1502.5,-4.75,-0.32%,1577,10830
04/20/2007,1493.25,1507.75,1493.25,1507.25,13,+0.87%,771,10725
04/19/2007,1491.75,1495.25,1482.75,1494.25,0,0.00%,439,10623
04/18/2007,1491.25,1498,1487.5,1494.25,1.25,+0.08%,352,10531
04/17/2007,1488.25,1496.25,1485.75,1493,3.75,+0.25%,288,10486
04/16/2007,1475.25,1490.75,1475.25,1489.25,14.25,+0.97%,544,10437
04/13/2007,1469.25,1475.25,1466,1475,5.75,+0.39%,1355,10109
04/12/2007,1461.75,1470.25,1456,1469.25,7.25,+0.50%,543,10322
04/11/2007,1468.25,1471.5,1457.75,1462,-7.5,-0.51%,812,9876
04/10/2007,1467.25,1471.5,1465.5,1469.5,1.5,+0.10%,928,9911
04/09/2007,1470.75,1472,1466.5,1468,2,+0.14%,1963,9929
04/05/2007,1462,1468,1460,1466,4,+0.27%,699,9142
04/04/2007,1462.5,1463.25,1458,1462,1.5,+0.10%,195,9054
04/03/2007,1452,1463.5,1451,1460.5,14,+0.97%,956,9010
04/02/2007,1446,1448.75,1439.25,1446.5,2,+0.14%,361,8338
03/30/2007,1444.75,1452.5,1431.75,1444.5,-0.25,-0.02%,744,8341
03/29/2007,1447,1451,1436.75,1444.75,2,+0.14%,1028,7909
03/28/2007,1445.75,1450.25,1437.5,1442.75,-11.25,-0.77%,2193,7260
03/27/2007,1459.25,1459.25,1449.75,1454,-4.75,-0.33%,232,6152
03/26/2007,1460.75,1462.25,1447.5,1458.75,-1.75,-0.12%,1405,6140
03/23/2007,1457.5,1464,1457.25,1460.5,2,+0.14%,619,5325
03/22/2007,1457,1463.75,1454.75,1458.5,0.25,+0.02%,1135,5294
03/21/2007,1436,1462.75,1434.5,1458.25,21.75,+1.51%,1513,4643
"Downloaded from Barchart.com as of 07-25-2021 08:00am CDT"
