Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
06/09/2016,2108.5,2109.5,2097.25,2105.25,-3.75,-0.18%,785978,776981
06/08/2016,2101.25,2110.75,2098,2109,7.5,+0.36%,222034,323463
06/07/2016,2099.25,2108.75,2098,2101.5,2,+0.10%,74113,167423
06/06/2016,2088.5,2103.25,2085.25,2099.5,10.5,+0.50%,63268,137576
06/03/2016,2094.5,2097.25,2074,2089,-6.5,-0.31%,34949,109637
06/02/2016,2088.75,2096,2078.25,2095.5,6,+0.29%,24881,92810
06/01/2016,2085,2090.75,2075,2089.5,2.75,+0.13%,35308,78674
05/31/2016,2091.25,2095.25,2078,2086.75,-2.25,-0.11%,12610,60817
05/27/2016,2082,2090.25,2080,2089,7.5,+0.36%,13468,55981
05/26/2016,2080.5,2083.75,2074.5,2081.5,2.5,+0.12%,6788,50908
05/25/2016,2066.5,2084.25,2065.75,2079,12.25,+0.59%,10931,47677
05/24/2016,2037.5,2069,2032.75,2066.75,29.75,+1.46%,8970,44611
05/23/2016,2043.75,2047.5,2035.25,2037,-4.75,-0.23%,6858,44045
05/20/2016,2030.5,2047.5,2029.5,2041.75,11.25,+0.55%,6154,42439
05/19/2016,2035.75,2036.25,2014,2030.5,-3,-0.15%,5554,40126
05/18/2016,2035.75,2049.5,2022.75,2033.5,-2,-0.10%,8385,39271
05/17/2016,2052.5,2061,2028.75,2035.5,-19,-0.92%,7415,38668
05/16/2016,2032.75,2060,2027,2054.5,19,+0.93%,6427,39835
05/13/2016,2050.5,2055,2030.5,2035.5,-15.25,-0.74%,2952,36956
05/12/2016,2050.75,2064.25,2040.5,2050.75,1,+0.05%,11814,36847
05/11/2016,2069,2070.25,2049.75,2049.75,-19.5,-0.94%,6189,40275
05/10/2016,2045.5,2071.5,2040.25,2069.25,23,+1.12%,10845,39734
05/09/2016,2046.5,2051.5,2040.5,2046.25,1.5,+0.07%,3826,36065
05/06/2016,2034.75,2046.25,2023,2044.75,8.75,+0.43%,11985,34336
05/05/2016,2040,2051.75,2031.75,2036,-3,-0.15%,2052,31672
05/04/2016,2049.75,2052,2031.5,2039,-10,-0.49%,6909,31622
05/03/2016,2067,2068,2040.25,2049,-17.5,-0.85%,8436,31467
05/02/2016,2052.25,2069.5,2047.75,2066.5,15.25,+0.74%,6249,31500
04/29/2016,2065.5,2068,2038,2051.25,-13.25,-0.64%,7795,30486
04/28/2016,2081,2086.5,2057.5,2064.5,-18.25,-0.88%,8977,25426
04/27/2016,2073.25,2085.75,2068.75,2082.75,2.25,+0.11%,1282,24066
04/26/2016,2076.25,2083,2071.5,2080.5,5.5,+0.27%,2851,23686
04/25/2016,2081.25,2082.5,2063,2075,-2.75,-0.13%,1063,22611
04/22/2016,2071.75,2080.75,2067,2077.75,3.25,+0.16%,1334,22555
04/21/2016,2088.75,2095.5,2070.75,2074.5,-15.25,-0.73%,2965,22239
04/20/2016,2086,2097,2077.75,2089.75,4.25,+0.20%,1485,20888
04/19/2016,2076.25,2090,2076,2085.5,7,+0.34%,4108,20682
04/18/2016,2058,2080.25,2050,2078.5,11.75,+0.57%,2426,17938
04/15/2016,2069,2071.5,2061.5,2066.75,-1.5,-0.07%,2704,16676
04/14/2016,2067.75,2073.25,2060.75,2068.25,0.5,+0.02%,1090,14959
04/13/2016,2046.75,2068.75,2046,2067.75,20.25,+0.99%,2456,14962
04/12/2016,2024,2050,2021.25,2047.5,21.25,+1.05%,1657,14596
04/11/2016,2031.75,2048,2024.25,2026.25,-6.25,-0.31%,2715,14066
04/08/2016,2024.5,2045.75,2022.25,2032.5,5.75,+0.28%,1531,12580
04/07/2016,2051,2053.5,2018,2026.75,-25.25,-1.23%,3847,12359
04/06/2016,2033.25,2052.25,2027.25,2052,21.25,+1.05%,3142,11598
04/05/2016,2047,2047.25,2026.5,2030.75,-18.75,-0.91%,2780,10710
04/04/2016,2055.5,2063.5,2046.75,2049.5,-7.75,-0.38%,2605,10509
04/01/2016,2043.75,2059,2027.5,2057.25,13.75,+0.67%,4199,9234
03/31/2016,2046.75,2051.5,2039.5,2043.5,-3.75,-0.18%,2867,9328
03/30/2016,2039.75,2056.25,2039.25,2047.25,7.75,+0.38%,2152,8683
03/29/2016,2020,2041.5,2011.5,2039.5,19.5,+0.97%,2156,7983
03/28/2016,2023,2031.75,2014.5,2020,-0.75,-0.04%,907,7732
03/24/2016,2019.75,2022.25,2004.5,2020.75,0,0.00%,995,7727
03/23/2016,2033.5,2037,2017.5,2020.75,-13.75,-0.68%,1179,7638
03/22/2016,2035.25,2039.5,2020.75,2034.5,-0.25,-0.01%,1577,7550
03/21/2016,2029,2036.5,2023,2034.75,5.5,+0.27%,1735,7374
03/18/2016,2025.5,2034.25,2018.75,2029.25,7.25,+0.36%,1125,7427
03/17/2016,2010,2028.5,1998.25,2022,12.5,+0.62%,1019,7535
03/16/2016,1999.25,2014.5,1989.75,2009.5,11,+0.55%,546,7241
03/15/2016,2001.75,2002,1988,1998.5,-2.75,-0.14%,337,7192
03/14/2016,2001.25,2006.75,1993.5,2001.25,-1.25,-0.06%,696,7327
"Downloaded from Barchart.com as of 07-25-2021 08:06am CDT"
