Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
06/11/2015,2098.5,2106.75,2095.5,2101.5,2.25,+0.11%,746891,755803
06/10/2015,2072.75,2100,2072.25,2099.25,26.75,+1.29%,275137,359280
06/09/2015,2071.75,2076.75,2061,2072.5,2,+0.10%,145959,207349
06/08/2015,2084.5,2085.75,2068.75,2070.5,-14,-0.67%,60909,139951
06/05/2015,2090.5,2095,2075.75,2084.5,-6.75,-0.32%,25983,108429
06/04/2015,2108,2108.25,2083.5,2091.25,-17,-0.81%,27699,101437
06/03/2015,2099.5,2113.25,2099.25,2108.25,9.25,+0.44%,31161,96498
06/02/2015,2103.5,2108.25,2086.5,2099,-2.5,-0.12%,19792,81217
06/01/2015,2100,2109.75,2092.75,2101.5,3,+0.14%,14061,72509
05/29/2015,2114.25,2115,2094.75,2098.5,-15.75,-0.74%,8993,66839
05/28/2015,2113,2115,2103,2114.25,1,+0.05%,14363,62745
05/27/2015,2097.75,2116.5,2093.75,2113.25,16,+0.76%,5883,54312
05/26/2015,2116.75,2119,2088.5,2097.25,-19.75,-0.93%,5978,51937
05/22/2015,2121.5,2123,2115.5,2117,-3.5,-0.17%,2484,50859
05/21/2015,2112.5,2124.5,2107.75,2120.5,5.75,+0.27%,4753,49673
05/20/2015,2116.75,2125,2111.75,2114.75,-2.25,-0.11%,3675,46976
05/19/2015,2119,2126.25,2113.75,2117,-1.25,-0.06%,3099,47426
05/18/2015,2111,2120.75,2105,2118.25,7,+0.33%,3025,47061
05/15/2015,2109.5,2115.25,2105.5,2111.25,1.25,+0.06%,5169,44788
05/14/2015,2088.25,2110.5,2084.5,2110,23,+1.10%,1950,41439
05/13/2015,2088.75,2098.75,2084,2087,-0.5,-0.02%,1290,41032
05/12/2015,2090,2093,2072,2087.5,-2.75,-0.13%,2699,40810
05/11/2015,2101.25,2105.75,2088.25,2090.25,-10.75,-0.51%,2214,39819
05/08/2015,2078.5,2105.5,2078,2101,24.25,+1.17%,1849,39694
05/07/2015,2068,2080.5,2049.75,2076.75,10.25,+0.50%,2644,39113
05/06/2015,2078.5,2086,2054,2066.5,-10,-0.48%,2771,38941
05/05/2015,2101.75,2104.25,2074.25,2076.5,-25.5,-1.21%,2284,37518
05/04/2015,2093.25,2107.5,2090.75,2102,7.75,+0.37%,1230,36999
05/01/2015,2075.75,2094.75,2073.5,2094.25,22.75,+1.10%,918,36461
04/30/2015,2090,2094,2063.25,2071.5,-20,-0.96%,3505,36207
04/29/2015,2102.75,2104.75,2083.25,2091.5,-13,-0.62%,1816,34492
04/28/2015,2096,2104.75,2081,2104.5,7.25,+0.35%,2056,34575
04/27/2015,2105,2112,2093.25,2097.25,-7,-0.33%,2478,34602
04/24/2015,2100,2107,2096,2104.25,4.75,+0.23%,587,34199
04/23/2015,2093.25,2106.75,2080.5,2099.5,6.75,+0.32%,5845,34174
04/22/2015,2085.75,2095.75,2073,2092.75,9.25,+0.44%,2114,30525
04/21/2015,2082.25,2097.5,2080.5,2083.5,0,0.00%,6739,30573
04/20/2015,2072.5,2090,2071.5,2083.5,15.5,+0.75%,2232,24994
04/17/2015,2093.5,2094,2057.5,2068,-25.5,-1.22%,2116,24872
04/16/2015,2094.5,2097.25,2082.25,2093.5,1,+0.05%,1077,24647
04/15/2015,2085,2098,2080.25,2092.5,9,+0.43%,1358,24612
04/14/2015,2080,2085.5,2068.5,2083.5,4.5,+0.22%,9983,24647
04/13/2015,2089.5,2093.75,2078,2079,-9,-0.43%,720,17365
04/10/2015,2078.5,2088.5,2076,2088,9.75,+0.47%,739,17305
04/09/2015,2069.25,2079.25,2059.5,2078.25,9.75,+0.47%,1806,17242
04/08/2015,2061.75,2072.5,2057.5,2068.5,8,+0.39%,2777,17240
04/07/2015,2064,2075.25,2058.75,2060.5,-5.25,-0.25%,1581,17273
04/06/2015,2035.75,2072.25,2031.75,2065.75,13.75,+0.67%,2481,16932
04/03/2015,2052.75,2056,2031,2052,0,0.00%,137,15388
04/02/2015,2049,2057,2036.75,2052,6.5,+0.32%,1567,15370
04/01/2015,2050,2053,2027,2045.5,-7.75,-0.38%,10140,14523
03/31/2015,2068.5,2068.75,2049.5,2053.25,-14.75,-0.71%,906,5858
03/30/2015,2047,2074.25,2040.75,2068,23,+1.12%,1126,5785
03/27/2015,2044,2050,2033.75,2045,4,+0.20%,1815,5848
03/26/2015,2048,2051,2026,2041,-5.25,-0.26%,1347,5229
03/25/2015,2077.5,2081.75,2045,2046.25,-31.25,-1.50%,1338,4901
03/24/2015,2088.75,2093.25,2076,2077.5,-10,-0.48%,1769,4646
03/23/2015,2096.75,2099.5,2086.5,2087.5,-4.5,-0.22%,400,4115
03/20/2015,2071.25,2099,2071.25,2092,17.5,+0.84%,508,4106
03/19/2015,2091.5,2091.75,2070,2074.5,-11,-0.53%,354,4067
03/18/2015,2060,2092.75,2046.25,2085.5,26,+1.26%,552,4034
03/17/2015,2059.75,2063,2049.5,2059.5,-2.25,-0.11%,674,3998
03/16/2015,2034.5,2067.25,2031,2061.75,26.5,+1.30%,463,3638
"Downloaded from Barchart.com as of 07-25-2021 08:05am CDT"
