Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
06/12/2014,1936.75,1940.5,1917.5,1923.25,-13.5,-0.70%,770064,997767
06/11/2014,1943.5,1943.5,1931.5,1936.75,-6.5,-0.33%,319445,590839
06/10/2014,1941.75,1944.25,1935.75,1943.25,0.5,+0.03%,168609,328900
06/09/2014,1942,1947.25,1938.5,1942.75,0.75,+0.04%,80420,197991
06/06/2014,1930.75,1942.5,1930.25,1942,11,+0.57%,33429,139578
06/05/2014,1918.25,1933.25,1913.5,1931,12.75,+0.66%,30557,119486
06/04/2014,1915.75,1919.5,1908.75,1918.25,3.5,+0.18%,19024,99537
06/03/2014,1913.5,1916.25,1908.5,1914.75,0.5,+0.03%,17767,86475
06/02/2014,1913.5,1916.75,1906.25,1914.25,0.25,+0.01%,10273,71848
05/30/2014,1909.75,1914.5,1906.75,1914,3.5,+0.18%,3820,66860
05/29/2014,1902,1910.5,1899.75,1910.5,8.75,+0.46%,13734,66041
05/28/2014,1902,1906.5,1897.5,1901.75,0,0.00%,8554,59143
05/27/2014,1890.5,1902.5,1889.5,1901.75,12.25,+0.65%,4309,53691
05/23/2014,1882.25,1891.75,1882.25,1889.5,6.75,+0.36%,9718,52031
05/22/2014,1876.75,1886.5,1875.5,1882.75,5.25,+0.28%,5815,45025
05/21/2014,1861.5,1879,1859.25,1877.5,16.75,+0.90%,10129,40653
05/20/2014,1874.25,1877,1857.5,1860.75,-14.25,-0.76%,7983,33576
05/19/2014,1868.75,1875.5,1858.5,1875,7.75,+0.42%,3710,28638
05/16/2014,1860,1868.25,1854,1867.25,7.25,+0.39%,4897,27513
05/15/2014,1878.75,1881,1851.75,1860,-18,-0.96%,3785,25083
05/14/2014,1887,1889.5,1874.75,1878,-9,-0.48%,7000,24344
05/13/2014,1885.75,1891,1884.5,1887,1.5,+0.08%,2115,21079
05/12/2014,1867.25,1886.5,1867.25,1885.5,19.5,+1.05%,3755,20312
05/09/2014,1862,1867.25,1855.25,1866,1,+0.05%,1693,18635
05/08/2014,1866.5,1877.25,1858,1865,-1.75,-0.09%,3712,18544
05/07/2014,1856.25,1868,1847.25,1866.75,9.75,+0.53%,3247,18038
05/06/2014,1870,1874,1854.5,1857,-11.5,-0.62%,2689,17656
05/05/2014,1866.75,1872.5,1853.25,1868.5,1.5,+0.08%,1645,17310
05/02/2014,1870.75,1879,1865,1867,-3.25,-0.17%,3783,17179
05/01/2014,1872.5,1875.25,1864.25,1870.25,-0.25,-0.01%,1955,16439
04/30/2014,1863.25,1872.75,1859.25,1870.5,6,+0.32%,3651,15854
04/29/2014,1858,1867.75,1858,1864.5,6,+0.32%,1826,14711
04/28/2014,1854,1864,1836.75,1858.5,5.75,+0.31%,3820,14595
04/25/2014,1864.5,1866,1846,1852.75,-13,-0.70%,2203,14458
04/24/2014,1872.5,1875,1856.5,1865.75,0.25,+0.01%,2998,14088
04/23/2014,1865.75,1872.75,1860.25,1865.5,-1,-0.05%,2458,12970
04/22/2014,1857,1871,1853.75,1866.5,9.5,+0.51%,1475,12366
04/21/2014,1851.25,1858,1849.5,1857,6.5,+0.35%,1583,11934
04/17/2014,1844.5,1856,1840,1850.5,5,+0.27%,4764,12450
04/16/2014,1834.25,1849.25,1833,1845.5,13.25,+0.72%,2512,11148
04/15/2014,1817.5,1835.75,1802.25,1832.25,15.25,+0.84%,5673,10431
04/14/2014,1799,1820.75,1796.25,1817,12.75,+0.71%,2696,9954
04/11/2014,1819.5,1824.5,1800.25,1804.25,-15.5,-0.85%,6105,9791
04/10/2014,1858.25,1860,1816.75,1819.75,-37.75,-2.03%,3165,7824
04/09/2014,1837.5,1859,1836.75,1857.5,19.75,+1.07%,3431,6839
04/08/2014,1834.25,1841.5,1823.75,1837.75,6.75,+0.37%,4614,6767
04/07/2014,1853.75,1853.75,1827.5,1831,-22,-1.19%,3863,6823
04/04/2014,1876.75,1885.25,1849,1853,-23,-1.23%,3295,6486
04/03/2014,1875.75,1880,1868.5,1876,0.25,+0.01%,1629,6250
04/02/2014,1870.75,1878.75,1869,1875.75,5,+0.27%,3214,6302
04/01/2014,1857.25,1871.5,1855.75,1870.75,13.25,+0.71%,1938,5843
03/31/2014,1847.75,1860.75,1847.75,1857.5,14.25,+0.77%,4202,5587
03/28/2014,1836.5,1852.25,1834.5,1843.25,9.75,+0.53%,1636,4399
03/27/2014,1837,1841,1827,1833.5,-2,-0.11%,2480,4166
03/26/2014,1852.25,1861.5,1834.75,1835.5,-16.5,-0.89%,2294,4654
03/25/2014,1843.5,1857.25,1841,1852,9.75,+0.53%,930,4066
03/24/2014,1848.5,1858.75,1834.5,1842.25,-7.75,-0.42%,1360,4114
03/21/2014,1857.25,1869.5,1848.5,1850,-9,-0.48%,1273,3965
03/20/2014,1845.25,1859.75,1837.75,1859,14,+0.76%,855,3958
03/19/2014,1855.75,1860,1835.25,1845,-11.5,-0.62%,789,3582
03/18/2014,1845.75,1859.5,1838.75,1856.5,13,+0.71%,634,3541
03/17/2014,1825.5,1848.25,1816.75,1843.5,17.75,+0.97%,688,3604
"Downloaded from Barchart.com as of 07-25-2021 08:04am CDT"
