Time,Open,High,Low,Last,Change,%Chg,Volume
2003-01-22,8887.942874630307,8927.983399732373,8730.941868309037,8745.693640715066,-135.0,-1.60%,27207.0
2003-01-23,8769.928695382097,8824.7209928902,8681.418060945958,8766.7676012951,20.0,+0.24%,29332.0
2003-01-24,8773.089789469104,8781.519373701123,8521.255960537668,8548.652109291723,-207.0,-2.49%,29916.0
2003-01-27,8551.813203378722,8578.15565410377,8361.093860129398,8411.67136552149,-130.0,-1.60%,33020.0
2003-01-28,8424.31574186951,8528.631846740687,8391.651102970454,8477.000643319596,62.0,+0.78%,26839.0
2003-01-29,8471.732153174591,8577.101956074768,8303.140468534299,8507.557886160652,29.0,+0.36%,30611.0
2003-01-30,8513.88007433466,8562.350183668745,8286.281300070272,8324.214429114332,-174.0,-2.16%,30195.0
2003-01-31,8322.107033056329,8507.557886160652,8269.422131606238,8479.108039377601,147.0,+1.86%,31632.0
2003-02-03,8513.88007433466,8565.511277755752,8482.26913346461,8510.718980247659,30.0,+0.37%,21839.0
2003-02-04,8515.987470392667,8515.987470392667,8329.482919259346,8450.658192594556,-57.0,-0.71%,26434.0
2003-02-05,8445.389702449545,8569.726069871756,8370.577142390417,8408.510271434481,-40.0,-0.50%,32520.0
2003-02-06,8388.490008883447,8426.423137927517,8285.227602041272,8366.3623502744,-40.0,-0.50%,35249.0
2003-02-07,8375.845632535427,8451.711890623561,8228.327908475168,8274.690621751246,-87.0,-1.10%,29581.0
2003-02-10,8297.871978389288,8342.127295607368,8197.770665634116,8333.697711375351,56.0,+0.71%,32036.0
2003-02-11,8349.50318181038,8394.812197057452,8201.98545775013,8259.938849345226,-70.0,-0.89%,0.0
2003-02-12,8248.348171026204,8266.261037519236,8144.032066155022,8150.354254329037,-104.0,-1.33%,29194.0
2003-02-13,8151.407952358035,8198.824363663121,8026.017886906827,8176.696705054079,25.0,+0.32%,31448.0
2003-02-14,8173.535610967073,8376.89933056443,8126.119199661992,8350.556879839374,165.0,+2.13%,35565.0
2003-02-18,8375.845632535427,8499.128301928637,8328.429221230348,8479.108039377601,122.0,+1.54%,27627.0
2003-02-19,8468.571059087582,8468.571059087582,8354.771671955394,8443.282306391538,-34.0,-0.42%,23983.0
2003-02-20,8434.85272215953,8498.074603899633,8310.516354737303,8350.556879839374,-88.0,-1.10%,28634.0
2003-02-21,8350.556879839374,8470.678455145595,8265.207339490236,8429.584232014522,75.0,+0.95%,30866.0
2003-02-24,8454.872984710559,8472.785851203593,8265.207339490236,8282.06650795426,-140.0,-1.75%,26466.0
2003-02-25,8264.153641461231,8354.771671955394,8119.797011487983,8345.288389694371,60.0,+0.76%,33775.0
2003-02-26,8355.825369984395,8366.3623502744,8206.20024986613,8229.381606504174,-110.0,-1.39%,28708.0
2003-02-27,8222.00572030116,8347.395785752375,8191.448477460104,8315.784844882319,82.0,+1.05%,34560.0
2003-02-28,8313.677448824317,8389.54370691245,8268.36843357724,8345.288389694371,28.0,+0.35%,27556.0
2003-03-03,8364.254954216394,8408.510271434481,8234.650096649179,8264.153641461231,-77.0,-0.97%,26365.0
2003-03-04,8251.50926511321,8269.422131606238,8115.582219371975,8126.119199661992,-131.0,-1.67%,26617.0
2003-03-05,8109.260031197965,8190.39477943111,8071.326902153896,8184.072591257093,55.0,+0.71%,32898.0
2003-03-06,8188.287383373102,8190.39477943111,8039.715961283849,8087.132372588924,-92.0,-1.18%,34246.0
2003-03-07,8086.078674559927,8171.428214909072,7961.742307137712,8150.354254329037,60.0,+0.78%,33261.0
2003-03-10,8141.9246700970225,8144.032066155022,7955.420118963703,7965.957099253717,-175.0,-2.26%,27862.0
2003-03-11,7959.634911079707,8050.252941573865,7919.594385977641,7923.809178093645,-40.0,-0.53%,34915.0
2003-03-12,7931.185064296658,7974.386683485733,7816.331979135461,7967.010797282723,41.0,+0.55%,40740.0
2003-03-13,8034.070947180676,8310.924989590787,8006.491617285414,8304.560528845732,268.0,+3.54%,13236.0
2003-03-17,8249.401869055204,8621.722822641206,8183.635774689583,8594.14349274595,252.0,+3.21%,39011.0
2003-03-18,8583.536058170854,8717.189733817111,8557.017471733108,8666.274047856637,68.0,+0.84%,34337.0
2003-03-19,8629.148026843784,8757.49798520249,8608.993901151101,8740.526089882334,70.0,+0.86%,31024.0
2003-03-20,8779.7735978102,8806.292184247955,8592.022005830933,8763.86244594755,22.0,+0.27%,32839.0
2003-03-21,8761.740959032533,9015.25864537742,8739.465346424822,8995.104519684734,218.0,+2.64%,34358.0
2003-03-24,8900.698351966335,8914.488016913963,8649.302152536478,8687.488917006836,-290.0,-3.42%,34321.0
2003-03-25,8681.124456261765,8816.899618823056,8615.358361896155,8742.64757679735,52.0,+0.63%,36262.0
2003-03-26,8742.64757679735,8779.7735978102,8656.727356739046,8695.97486466691,-44.0,-0.53%,35288.0
2003-03-27,8683.245943176795,8724.614938019684,8576.110853968286,8666.274047856637,-28.0,-0.34%,35976.0
2003-03-28,8682.185199719284,8688.549660464345,8572.928623595753,8613.236874981136,-50.0,-0.61%,28290.0
2003-03-31,8565.503419393182,8565.503419393182,8370.326623211346,8422.303052629339,-180.0,-2.22%,35189.0
2003-04-01,8432.910487204432,8564.442675935674,8431.84974374693,8528.377398380331,100.0,+1.26%,39388.0
2003-04-02,8565.503419393182,8799.927723502893,8548.531524073022,8742.64757679735,202.0,+2.51%,31853.0
2003-04-03,8740.526089882334,8861.450844038465,8682.185199719284,8695.97486466691,-44.0,-0.53%,33109.0
2003-04-04,8695.97486466691,8804.17069733293,8688.549660464345,8751.133524457427,52.0,+0.63%,31130.0
2003-04-07,8865.693817868507,9016.319388834936,8752.194267914942,8755.376498287473,4.0,+0.05%,38795.0
2003-04-08,8755.376498287473,8866.75456132602,8733.100885679758,8785.077315097757,28.0,+0.34%,31474.0
2003-04-09,8780.834341267706,8898.576865051316,8659.90958711157,8676.881482431732,-102.0,-1.23%,43703.0
2003-04-10,8672.638508601693,8715.068246902083,8611.115388066113,8702.33932541198,24.0,+0.29%,33151.0
2003-04-11,8710.825273072047,8822.203336110608,8648.241409078968,8674.75999551671,-26.0,-0.32%,38203.0
2003-04-14,8699.15709503945,8889.03017393373,8652.484382909004,8848.721922548351,164.0,+2.01%,32409.0
2003-04-15,8846.600435633338,8966.464446331964,8784.016571640244,8910.24504308393,58.0,+0.70%,31859.0
2003-04-16,8987.67931548216,9005.711954259825,8707.643042699523,8727.797168392215,-172.0,-2.05%,37524.0
2003-04-17,8737.34385950981,8830.689283770684,8710.825273072047,8814.778131908026,82.0,+1.00%,30799.0
2003-04-21,8845.539692175824,8885.847943561206,8782.955828182738,8830.689283770684,15.0,+0.18%,33351.0
2003-04-22,8824.324823025625,8988.740058939671,8739.465346424822,8974.95039399204,136.0,+1.63%,49611.0
2003-04-23,8984.497085109637,9025.86607995253,8937.824372979188,8999.347493514771,23.0,+0.27%,36094.0
2003-04-24,8987.67931548216,8995.104519684734,8881.604969731154,8919.791734201524,-75.0,-0.88%,32760.0
2003-04-25,8921.913221116543,8947.371064096778,8761.740959032533,8789.320288927796,-123.0,-1.46%,36306.0
2003-04-28,8786.138058555254,8996.165263142246,8755.376498287473,8954.796268299358,156.0,+1.88%,38302.0
2003-04-29,8948.431807554296,9055.566896762803,8922.973964574052,8991.922289312191,35.0,+0.41%,45669.0
2003-04-30,8979.19336782209,9024.805336495006,8917.670247286505,8966.464446331964,-24.0,-0.28%,44576.0
2003-05-01,8962.22147250192,8969.646676704497,8821.142592653088,8942.06734680923,-23.0,-0.27%,39503.0
2003-05-02,8965.403702874448,9090.57143086063,8894.333891221277,9064.052844422878,115.0,+1.36%,52361.0
2003-05-05,9050.263179475249,9112.847043468331,8999.347493514771,9032.230540697577,-30.0,-0.35%,48165.0
2003-05-06,9016.319388834936,9145.730090651145,9009.954928089868,9090.57143086063,55.0,+0.65%,48710.0
2003-05-07,9075.721022455487,9135.122656076048,9017.380132292437,9067.235074795404,-22.0,-0.26%,49994.0
2003-05-08,9043.8987187302,9071.478048625446,8957.97849867188,8992.983032769713,-70.0,-0.82%,48985.0
2003-05-09,9009.954928089868,9114.968530383367,8988.740058939671,9099.057378520705,100.0,+1.18%,34065.0
2003-05-12,9111.786300010823,9250.743692944638,9065.113587880393,9223.16436304938,117.0,+1.36%,41328.0
2003-05-13,9210.435441559252,9231.650310709458,9148.912321023676,9193.4635462391,-28.0,-0.32%,38103.0
2003-05-14,9188.159828951551,9245.43997565709,9116.02927384087,9173.309420546411,-19.0,-0.22%,40966.0
2003-05-15,9173.309420546411,9245.43997565709,9151.033807938704,9225.2858499644,49.0,+0.57%,44708.0
2003-05-16,9214.678415389302,9264.533357892264,9152.094551396203,9201.949493899174,-22.0,-0.25%,32402.0
2003-05-19,9153.15529485372,9159.519755598783,8980.254111279595,9005.711954259825,-185.0,-2.13%,41116.0
2003-05-20,8997.226006599753,9057.688383677814,8909.184299626424,8998.286750057256,-7.0,-0.08%,52449.0
2003-05-21,9006.772697717339,9034.352027612604,8935.702886064164,9011.015671547377,12.0,+0.14%,47083.0
2003-05-22,9005.711954259825,9142.547860278622,8996.165263142246,9097.9966350632,82.0,+0.97%,38186.0
2003-05-23,9111.786300010823,9139.36562990609,9050.263179475249,9113.907786925847,15.0,+0.17%,26190.0
2003-05-27,9114.968530383367,9322.874248055317,9048.141692560228,9288.930457414997,165.0,+1.92%,40807.0
2003-05-28,9285.748227042463,9382.275881675883,9285.748227042463,9304.841609277646,15.0,+0.17%,39658.0
2003-05-29,9296.355661617561,9398.18703353853,9203.010237356684,9242.257745284558,-59.0,-0.67%,46530.0
2003-05-30,9247.561462572108,9411.97669848616,9247.561462572108,9389.701085878449,139.0,+1.60%,39297.0
2003-06-02,9430.009337263824,9542.448143759893,9414.09818540118,9443.799002211457,51.0,+0.58%,45934.0
2003-06-03,9418.341159231215,9478.803536309288,9389.701085878449,9469.256845191694,24.0,+0.27%,47196.0
2003-06-04,9480.92502322431,9607.153494668,9446.981232583988,9583.817138602779,108.0,+1.21%,53500.0
2003-06-05,9575.331190942694,9620.943159615632,9506.382866204538,9589.120855890324,5.0,+0.06%,44234.0
2003-06-06,9599.72829046542,9774.75096095457,9583.817138602779,9605.032007752978,15.0,+0.17%,56047.0
2003-06-09,9594.42457317788,9645.340259138358,9483.046510139322,9538.205169929848,-63.0,-0.70%,47945.0
2003-06-10,9536.08368301482,9625.186133445668,9528.658478812255,9617.760929243099,75.0,+0.83%,39125.0
2003-06-11,9619.882416158118,9745.05014414429,9590.181599347825,9734.44270956919,110.0,+1.21%,45249.0
2003-06-12,9870.40165969523,9937.006459749775,9795.20269189172,9896.184162942147,35.0,+0.38%,16175.0
2003-06-16,9771.568730582043,9991.794279149472,9749.009040240986,9982.125840431889,184.0,+2.02%,43744.0
2003-06-17,9997.165633992578,10035.839388862956,9933.783646843907,9982.125840431889,0.0,0.00%,45567.0
2003-06-18,9995.017092055328,10004.685530772927,9890.812808099052,9958.491879122193,-22.0,-0.24%,53540.0
2003-06-19,9966.011775902552,9990.72000818085,9803.796859640686,9834.950717730719,-115.0,-1.24%,54433.0
2003-06-20,9828.505091918993,9941.30354362426,9820.985195138634,9832.80217579348,-2.0,-0.02%,45989.0
2003-06-23,9818.836653201395,9843.544885479687,9682.404240186454,9730.74643377442,-95.0,-1.04%,41467.0
2003-06-24,9737.192059586157,9799.499775766202,9692.072678904051,9758.677478958578,26.0,+0.29%,42040.0
2003-06-25,9759.751749927214,9815.613840295526,9628.69069175537,9641.581943378837,-109.0,-1.20%,40915.0
2003-06-26,9641.581943378837,9750.08331120961,9630.839233692615,9721.077995056838,74.0,+0.82%,42594.0
2003-06-27,9729.672162805797,9759.751749927214,9607.205272382944,9614.725169163281,-99.0,-1.09%,41339.0
2003-06-30,9641.581943378837,9714.632369245099,9607.205272382944,9622.24506594364,7.0,+0.08%,42737.0
2003-07-01,9614.725169163281,9700.666846653023,9504.075259395271,9689.924136966807,63.0,+0.70%,55560.0
2003-07-02,9697.444033747157,9808.093943515172,9696.369762778526,9804.871130609316,107.0,+1.19%,43243.0
2003-07-03,9807.019672546561,9809.168214483796,9687.77559502955,9706.038201496123,-92.0,-1.01%,22392.0
2003-07-07,9732.894975711659,9926.263750063554,9732.894975711659,9881.144369381458,163.0,+1.80%,39850.0
2003-07-08,9878.995827444214,9899.406975848015,9816.688111264151,9890.812808099052,9.0,+0.10%,40299.0
2003-07-09,9880.070098412825,9889.73853713043,9754.380395084101,9819.910924170024,-66.0,-0.72%,46583.0
2003-07-10,9794.128420923102,9808.093943515172,9637.284859504343,9684.552782123688,-126.0,-1.38%,46079.0
2003-07-11,9675.958614374722,9802.722588672068,9646.953298221943,9772.643001550672,82.0,+0.91%,41390.0
2003-07-14,9787.682795111368,9944.526356530123,9778.014356393773,9824.208008044496,48.0,+0.53%,49657.0
2003-07-15,9839.247801605201,9899.406975848015,9737.192059586157,9791.979878985865,-30.0,-0.33%,60095.0
2003-07-16,9826.356549981741,9856.436137103148,9683.47851115507,9762.974562833073,-27.0,-0.30%,47639.0
2003-07-17,9723.226536994069,9768.345917676186,9650.176111127801,9703.889659558878,-55.0,-0.61%,50183.0
2003-07-18,9706.038201496123,9844.619156448325,9689.924136966807,9834.950717730719,122.0,+1.35%,41348.0
2003-07-21,9829.579362887604,9843.544885479687,9720.003724088207,9757.603207989969,-72.0,-0.79%,42719.0
2003-07-22,9762.974562833073,9838.173530636584,9682.404240186454,9813.465298358291,52.0,+0.57%,59772.0
2003-07-23,9828.505091918993,9866.104575820742,9744.7119563665,9856.436137103148,40.0,+0.44%,53691.0
2003-07-24,9872.550201632472,9955.269066216333,9752.23185314686,9762.974562833073,-87.0,-0.95%,60703.0
2003-07-25,9752.23185314686,9970.308859777042,9729.672162805797,9941.30354362426,166.0,+1.83%,56885.0
