Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/12/2009,721.25,753,711.25,751.5,31,+4.30%,1983342,2539856
03/11/2009,715.75,732.5,712,720.5,4.5,+0.63%,3205708,2939912
03/10/2009,674.75,721.75,673.25,716,40,+5.92%,3286136,3202510
03/09/2009,688.75,694.75,670.75,676,-11.75,-1.71%,2721975,3254116
03/06/2009,686.25,699.25,665.75,687.75,1.75,+0.26%,3329849,3232128
03/05/2009,709.5,711.75,676.25,686,-22.5,-3.18%,3338389,3216344
03/04/2009,690.5,723.75,681.5,708.5,19,+2.76%,3168491,3126706
03/03/2009,705,715.25,688.75,689.5,-16,-2.27%,3131092,3123989
03/02/2009,731.25,733.75,698.75,705.5,-28.75,-3.92%,2886199,3068814
02/27/2009,752.25,756,729.5,734.25,-17.75,-2.36%,3023734,3019173
02/26/2009,761,779,750.25,752,-9.5,-1.25%,2499376,2981867
02/25/2009,769,779.5,751.25,761.5,-7.25,-0.94%,3198201,3000355
02/24/2009,745,774.75,743.25,768.75,23.75,+3.19%,2750323,2977925
02/23/2009,770,786.5,739.75,745,-24.5,-3.18%,2743651,2971831
02/20/2009,778.5,779.5,752.5,769.5,-10,-1.28%,3142066,2981760
02/19/2009,780.25,796.75,775,779.5,0,0.00%,2407562,2926649
02/18/2009,786.75,796.25,776.5,779.5,-6,-0.76%,2732760,2913176
02/17/2009,814,818.75,785.5,785.5,-34.5,-4.21%,2998314,2945607
02/13/2009,835,840.5,818.75,820,-15.5,-1.86%,2032708,2744343
02/12/2009,831,836.75,805.5,835.5,4,+0.48%,3192534,2741164
02/11/2009,826.5,836.25,819.5,831.5,4.5,+0.54%,2294910,2656184
02/10/2009,864.25,866,819.5,827,-38,-4.39%,3210594,2642211
02/09/2009,868,873,852.75,865,-2.75,-0.32%,1759790,2545782
02/06/2009,841.25,869.25,836.75,867.75,27.25,+3.24%,2419130,2560932
02/05/2009,830.5,849,816.75,840.5,10.75,+1.30%,2616179,2614345
02/04/2009,831.75,849.5,826,829.75,-1.75,-0.21%,2212942,2608557
02/03/2009,821.75,839.75,816,831.5,10.25,+1.25%,2093215,2596102
02/02/2009,823.75,827.5,806.25,821.25,-1.25,-0.15%,1971078,2601288
01/30/2009,843,849,817.5,822.5,-20.25,-2.40%,2467501,2570289
01/29/2009,871.5,871.75,840.25,842.75,-28.75,-3.30%,2044480,2568452
01/28/2009,840.25,876,837.75,871.5,32.25,+3.84%,2305731,2584678
01/27/2009,833.5,847.5,831.25,839.25,8.5,+1.02%,1925806,2561141
01/26/2009,823.5,849.5,810.75,830.75,7.25,+0.88%,2254244,2535478
01/23/2009,824.25,836,799.5,823.5,-2,-0.24%,2596504,2540021
01/22/2009,837,844,807.5,825.5,-11.25,-1.34%,3060637,2518548
01/21/2009,806.75,838.5,800.5,836.75,30.75,+3.82%,2859490,2514091
01/20/2009,851.75,865.75,797.5,806,-42.5,-5.01%,2841680,2519962
01/16/2009,841.75,857.75,826.25,848.5,9.25,+1.10%,2818199,2470233
01/15/2009,839.5,848.5,812.75,839.25,-0.5,-0.06%,3371389,2467373
01/14/2009,868.75,875,832.5,839.75,-28.75,-3.31%,2749495,2477047
01/13/2009,868.5,874,857,868.5,0.5,+0.06%,2284001,2410824
01/12/2009,885,885.5,860.25,868,-17.5,-1.98%,1654564,2423792
01/09/2009,906.75,914.75,882.75,885.5,-21.25,-2.34%,2052723,2404350
01/08/2009,905,907.75,891.5,906.75,1.5,+0.17%,1775437,2373225
01/07/2009,930.25,931.75,898.75,905.25,-25.25,-2.71%,1961214,2362926
01/06/2009,927.25,942.75,923.5,930.5,3,+0.32%,1912293,2394348
01/05/2009,924.75,934.25,916.5,927.5,2,+0.22%,1606235,2404780
01/02/2009,900,932.75,896.5,925.5,25.5,+2.83%,1095813,2397124
12/31/2008,888,908,886.5,900,11.75,+1.32%,920263,2354825
12/30/2008,870.25,889,868.75,888.25,17.75,+2.04%,777046,2296377
12/29/2008,869,873.5,853.25,870.5,1.5,+0.17%,614648,2297359
12/26/2008,866.5,871.75,862.75,869,4,+0.46%,201650,2279235
12/24/2008,859.25,866.5,856,865,6.5,+0.76%,239099,2287467
12/23/2008,871.25,878,855.25,858.5,-12.75,-1.46%,995885,2288378
12/22/2008,884.25,891.5,852.75,871.25,-10,-1.13%,1178582,2266092
12/19/2008,891,903.5,876.5,881.25,-11.25,-1.26%,1844441,2299861
12/18/2008,907,911.5,873.5,892.5,-10.5,-1.16%,2087835,2292310
12/17/2008,913.5,918.25,886.75,903,-9.75,-1.07%,2332232,2230044
12/16/2008,872.5,915,868.5,912.75,40.5,+4.64%,2624079,2056136
12/15/2008,883.5,893,856.25,872.25,-13.25,-1.50%,2246114,1778018
"Downloaded from Barchart.com as of 07-23-2021 03:08pm CDT"
