Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/10/2011,1315.75,1317.25,1292.75,1294.25,-21.25,-1.62%,2605190,2239543
03/09/2011,1319.75,1325,1311.5,1315.5,-4.5,-0.34%,2196273,2614534
03/08/2011,1308.75,1325.75,1306,1320,11,+0.84%,2209200,2798341
03/07/2011,1320.25,1327.25,1302.75,1309,-11.25,-0.85%,2702700,2897776
03/04/2011,1329.75,1334.5,1311.25,1320.25,-9.5,-0.71%,2944659,2894251
03/03/2011,1306.25,1332,1305,1329.75,24,+1.84%,2361733,2887515
03/02/2011,1301.25,1313.75,1296.25,1305.75,4.75,+0.37%,2680941,2915339
03/01/2011,1326.5,1336.5,1300.75,1301,-25,-1.89%,3054741,2898347
02/28/2011,1318.25,1329,1313,1326,7.25,+0.55%,1941581,2852603
02/25/2011,1302.5,1320,1301.5,1318.75,16,+1.23%,1827557,2871412
02/24/2011,1305.75,1310.75,1292.5,1302.75,-2.75,-0.21%,2903883,2875305
02/23/2011,1314,1320.5,1297.5,1305.5,-9,-0.68%,3075485,2910101
02/22/2011,1342.25,1342.5,1310.25,1314.5,-28,-2.09%,3257861,2898256
02/18/2011,1337.75,1343,1335,1342.5,4.75,+0.36%,1516091,2854700
02/17/2011,1333,1340,1328.5,1337.75,4.75,+0.36%,1677669,2849648
02/16/2011,1326.25,1336,1325.75,1333,6.75,+0.51%,1801087,2845287
02/15/2011,1328,1329.25,1322.25,1326.25,-1.5,-0.11%,1457415,2814250
02/14/2011,1326,1331.25,1324.5,1327.75,0.5,+0.04%,1171814,2809512
02/11/2011,1318.25,1328.75,1310,1327.25,8.5,+0.64%,1881031,2799214
02/10/2011,1318.5,1320.5,1308.5,1318.75,-0.5,-0.04%,2055532,2799077
02/09/2011,1321.5,1322,1311.75,1319.25,-2.5,-0.19%,1825859,2780883
02/08/2011,1315,1322.25,1313,1321.75,6,+0.46%,1453914,2754984
02/07/2011,1307.25,1320,1306,1315.75,8.5,+0.65%,1501112,2730158
02/04/2011,1303.25,1308.5,1298,1307.25,4,+0.31%,1585618,2706640
02/03/2011,1300.25,1305.75,1291.5,1303.25,3.25,+0.25%,1828391,2692805
02/02/2011,1302.25,1305.5,1298,1300,-2.75,-0.21%,1396167,2714368
02/01/2011,1282.5,1306,1281.25,1302.75,20.25,+1.58%,2089240,2690241
01/31/2011,1269.5,1283.75,1262.25,1282.5,11,+0.87%,2314420,2666224
01/28/2011,1295.25,1299.5,1270.5,1271.5,-24.25,-1.87%,3238629,2694729
01/27/2011,1293.75,1298.25,1289.25,1295.75,2.25,+0.17%,1554851,2634255
01/26/2011,1287.25,1296.75,1286,1293.5,6,+0.47%,1609255,2646887
01/25/2011,1288.5,1291.75,1277,1287.5,-1,-0.08%,2360267,2635938
01/24/2011,1279.5,1289.75,1277.75,1288.5,8.75,+0.68%,1635794,2634978
01/21/2011,1276,1288,1273.25,1279.75,3.5,+0.27%,2012431,2594871
01/20/2011,1279.25,1281.5,1267.5,1276.25,-2.25,-0.18%,2534106,2614326
01/19/2011,1294.5,1296.25,1275,1278.5,-16.25,-1.26%,2322868,2586802
01/18/2011,1289.5,1295,1282.75,1294.75,5.25,+0.41%,1673094,2563543
01/14/2011,1281.25,1290,1274.25,1289.5,8.25,+0.64%,1631162,2527355
01/13/2011,1283.25,1284.5,1276.25,1281.25,-2.25,-0.18%,1671242,2531081
01/12/2011,1270,1284.25,1269.25,1283.5,13,+1.02%,1604117,2557791
01/11/2011,1265.5,1273.75,1264,1270.5,5,+0.40%,1662412,2527804
01/10/2011,1266.25,1268,1258,1265.5,-2,-0.16%,1876415,2507962
01/07/2011,1269.75,1274,1257.75,1267.5,-2.75,-0.22%,2175596,2505895
01/06/2011,1271.75,1277,1266.25,1270.25,-1.5,-0.12%,1614397,2495267
01/05/2011,1265.5,1273.75,1255.75,1271.75,6.5,+0.51%,1797267,2510775
01/04/2011,1264.75,1270,1258.25,1265.25,0,0.00%,1778621,2495528
01/03/2011,1256,1272.5,1255.25,1265.25,12.25,+0.98%,1591034,2500721
12/31/2010,1254.25,1257.75,1249.5,1253,-1.5,-0.12%,667046,2478376
12/30/2010,1255.75,1257.5,1251.5,1254.5,-1.25,-0.10%,713588,2469321
12/29/2010,1254,1258.5,1253.25,1255.75,1.75,+0.14%,588441,2475165
12/28/2010,1253.5,1256.5,1251.5,1254,0.75,+0.06%,553798,2477060
12/27/2010,1249.5,1254.25,1245.5,1253.25,0.25,+0.02%,587701,2458879
12/23/2010,1254.5,1255.75,1249.25,1253,-1.5,-0.12%,594048,2437477
12/22/2010,1250,1255,1249,1254.5,3.75,+0.30%,664450,2433411
12/21/2010,1241,1251.25,1240.75,1250.75,9.5,+0.77%,943293,2433418
12/20/2010,1240,1245.75,1234,1241.25,2.75,+0.22%,1145804,2422001
12/17/2010,1238.5,1241,1234.5,1238.5,0,0.00%,1340620,2392696
12/16/2010,1232,1239.75,1227.5,1238.5,6.5,+0.53%,1738245,2397297
12/15/2010,1236.75,1239.5,1228.75,1232,-4.75,-0.38%,2114241,2245053
12/14/2010,1236,1242.25,1232.75,1236.75,0.5,+0.04%,2008662,1991813
12/13/2010,1237.5,1242,1232,1236.25,0.25,+0.02%,1824807,1594522
"Downloaded from Barchart.com as of 07-23-2021 03:09pm CDT"
