Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/09/2006,1279.75,1283.75,1271.5,1272,-7.5,-0.59%,440703,930236
03/08/2006,1277.75,1281.75,1268.75,1279.5,2,+0.16%,1056571,1105119
03/07/2006,1279.5,1279.5,1271.75,1277.5,-2,-0.16%,927692,1134531
03/06/2006,1286.75,1291.25,1276.25,1279.5,-7,-0.54%,875562,1147899
03/03/2006,1291.5,1299,1280,1286.5,-5,-0.39%,1119042,1142379
03/02/2006,1291.75,1293,1284.25,1291.5,-0.5,-0.04%,958000,1152765
03/01/2006,1281.75,1293.5,1281.5,1292,9.5,+0.74%,717804,1143358
02/28/2006,1294.25,1295,1280,1282.5,-11.5,-0.89%,1139694,1127522
02/27/2006,1293,1299.75,1292,1294,1,+0.08%,586818,1187902
02/24/2006,1290,1294.25,1287,1293,2.75,+0.21%,549003,1189315
02/23/2006,1292.25,1296,1286.5,1290.25,-2,-0.15%,738249,1199764
02/22/2006,1285.25,1296.25,1283.75,1292.25,7,+0.54%,771937,1196534
02/21/2006,1288.25,1294.25,1283,1285.25,-3.75,-0.29%,715879,1166195
02/17/2006,1291.75,1292.25,1286,1289,-2.75,-0.21%,553718,1154931
02/16/2006,1282,1292.75,1281,1291.75,9.5,+0.74%,798754,1144118
02/15/2006,1278.25,1283.75,1272.75,1282.25,4,+0.31%,965298,1138161
02/14/2006,1265.75,1281.5,1263,1278.25,12.5,+0.99%,1116279,1140552
02/13/2006,1268.25,1269.25,1260.5,1265.75,-2.5,-0.20%,651482,1123211
02/10/2006,1266,1273,1257,1268.25,2.5,+0.20%,999625,1128834
02/09/2006,1268,1277.75,1265.25,1265.75,-2.5,-0.20%,935033,1131640
02/08/2006,1257.5,1269.75,1255.75,1268.25,10.75,+0.85%,861721,1151241
02/07/2006,1268.5,1270,1256,1257.5,-11.25,-0.89%,978806,1172527
02/06/2006,1265.75,1270.5,1264,1268.75,3.25,+0.26%,526186,1188843
02/03/2006,1271.75,1276.5,1263.5,1265.5,-6.5,-0.51%,1006505,1209063
02/02/2006,1286.75,1287.25,1270.5,1272,-15.25,-1.18%,1107724,1222807
02/01/2006,1279.5,1287.5,1276.25,1287.25,3.75,+0.29%,997495,1219717
01/31/2006,1288.25,1290.25,1278.5,1283.5,-5,-0.39%,1034519,1212104
01/30/2006,1289,1291.75,1286.75,1288.5,-0.75,-0.06%,523825,1213504
01/27/2006,1278.25,1290.5,1277.25,1289.25,11.5,+0.90%,889309,1223737
01/26/2006,1270.25,1280.75,1269.75,1277.75,6.75,+0.53%,968935,1202944
01/25/2006,1270.5,1276,1262.25,1271,0.5,+0.04%,1262226,1170463
01/24/2006,1269.25,1276.25,1267.25,1270.5,1.25,+0.10%,950405,1146762
01/23/2006,1265.25,1272.75,1263.75,1269.25,4.5,+0.36%,892100,1140623
01/20/2006,1288,1289.25,1264.25,1264.75,-23.5,-1.82%,1586186,1126819
01/19/2006,1282.5,1293,1280.25,1288.25,4.5,+0.35%,949592,1137833
01/18/2006,1286.75,1287.75,1275.25,1283.75,-5.75,-0.45%,1172085,1143538
01/17/2006,1292.75,1295.25,1283.5,1289.5,-3.25,-0.25%,782532,1147939
01/13/2006,1293.5,1295.75,1287.75,1292.75,-0.75,-0.06%,716681,1138749
01/12/2006,1299.5,1299.75,1290.5,1293.5,-6.25,-0.48%,761246,1138377
01/11/2006,1295.75,1301,1293.5,1299.75,3.75,+0.29%,836995,1146084
01/10/2006,1294.25,1296.75,1289.25,1296,1,+0.08%,895506,1138296
01/09/2006,1291.25,1297.5,1290.25,1295,3.25,+0.25%,774670,1134212
01/06/2006,1281.25,1293,1280.25,1291.75,10.5,+0.82%,899355,1119016
01/05/2006,1280.5,1283.25,1275.75,1281.25,0.75,+0.06%,761183,1082022
01/04/2006,1274.5,1282.25,1270.75,1280.5,5.75,+0.45%,902220,1088590
01/03/2006,1255.25,1277.5,1251.5,1274.75,20,+1.59%,1149131,1064369
12/30/2005,1260.25,1261.5,1251.25,1254.75,-5.25,-0.42%,465731,1000442
12/29/2005,1265.25,1267.75,1258.5,1260,-5.25,-0.41%,367199,1054788
12/28/2005,1263.5,1268.25,1263,1265.25,1.25,+0.10%,391511,1047344
12/27/2005,1277,1281,1262.5,1264,-12.5,-0.98%,595885,1037733
12/23/2005,1275.75,1277.75,1273,1276.5,1,+0.08%,274193,1042598
12/22/2005,1269.25,1276,1269,1275.5,5.5,+0.43%,424148,1039665
12/21/2005,1268,1277,1266.75,1270,2,+0.16%,764030,1011262
12/20/2005,1267.75,1272,1264.75,1268,0.5,+0.04%,625304,1012232
12/19/2005,1275.25,1279.75,1266.75,1267.5,-6.75,-0.53%,667914,1006593
12/16/2005,1277.5,1284.5,1273.75,1274.25,-3.5,-0.27%,698893,1011228
12/15/2005,1282,1283.75,1275.5,1277.75,-4.25,-0.33%,889367,977887
12/14/2005,1277.5,1285,1273.25,1282,5,+0.39%,949045,940621
12/13/2005,1269.5,1281.5,1267.25,1277,7.75,+0.61%,982257,897700
12/12/2005,1268.5,1273.75,1263.75,1269.25,1.75,+0.14%,816015,751490
"Downloaded from Barchart.com as of 07-23-2021 03:06pm CDT"
