Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/10/2005,1206.75,1211.75,1201,1209.5,2.5,+0.21%,352653,788692
03/09/2005,1220.75,1224,1206.5,1207,-13.5,-1.11%,1057580,891650
03/08/2005,1225.75,1226.5,1218.5,1220.5,-4.75,-0.39%,678481,925558
03/07/2005,1225.75,1229.75,1223.25,1225.25,1,+0.08%,590194,962424
03/04/2005,1210,1225.75,1209.25,1224.25,14.25,+1.18%,709416,955536
03/03/2005,1209.75,1216.75,1204.5,1210,0.5,+0.04%,802229,950837
03/02/2005,1210.25,1217,1204,1209.5,-0.5,-0.04%,864801,943881
03/01/2005,1205,1213.25,1203,1210,6,+0.50%,646303,937421
02/28/2005,1212,1214.75,1198.25,1204,-8,-0.66%,746263,923939
02/25/2005,1200.75,1213.25,1199.75,1212,11.25,+0.94%,657702,931592
02/24/2005,1192.75,1201.5,1188,1200.75,8,+0.67%,749925,909218
02/23/2005,1185,1194,1183.5,1192.75,8,+0.68%,761306,886962
02/22/2005,1203,1203.25,1184,1184.75,-17.5,-1.46%,949859,873563
02/18/2005,1201.25,1203.75,1197.5,1202.25,1.25,+0.10%,600297,899449
02/17/2005,1210.75,1212,1200.75,1201,-9.5,-0.78%,807624,917567
02/16/2005,1210.5,1213.5,1203.5,1210.5,-0.25,-0.02%,659402,928300
02/15/2005,1206.25,1213.5,1205.5,1210.75,4.5,+0.37%,677146,909608
02/14/2005,1207.75,1208.5,1204,1206.25,-0.75,-0.06%,417612,901245
02/11/2005,1196.75,1210,1193.75,1207,10.5,+0.88%,807304,909925
02/10/2005,1192.5,1199.5,1191.75,1196.5,3.5,+0.29%,624507,875556
02/09/2005,1201.75,1204.5,1191.75,1193,-9.25,-0.77%,674518,858552
02/08/2005,1201,1206.25,1200,1202.25,1.5,+0.12%,458474,862817
02/07/2005,1202.75,1205,1199.5,1200.75,-1.25,-0.10%,441330,856579
02/04/2005,1189.75,1204.5,1188.25,1202,12.5,+1.05%,654585,859513
02/03/2005,1192.25,1193.5,1185.75,1189.5,-3.75,-0.31%,569604,819238
02/02/2005,1189.75,1196,1189,1193.25,4,+0.34%,587228,823896
02/01/2005,1181.75,1191,1179.5,1189.25,7.5,+0.63%,651757,808503
01/31/2005,1176.75,1183,1176.75,1181.75,7,+0.60%,669875,797969
01/28/2005,1175.25,1177.5,1166.25,1174.75,0,0.00%,829911,822019
01/27/2005,1173,1178,1170.25,1174.75,1.5,+0.13%,732660,850265
01/26/2005,1169.75,1176.75,1169.5,1173.25,3.5,+0.30%,751462,849953
01/25/2005,1166.25,1175.5,1166,1169.75,3.5,+0.30%,739854,846406
01/24/2005,1170,1174.25,1164.25,1166.25,-2.25,-0.19%,854722,840647
01/21/2005,1177.25,1180.75,1167.25,1168.5,-8,-0.68%,900208,829063
01/20/2005,1181.5,1183,1174,1176.5,-7,-0.59%,929786,829311
01/19/2005,1196,1197.25,1183.25,1183.5,-12.25,-1.02%,730230,830843
01/18/2005,1185,1197.75,1180.5,1195.75,12,+1.01%,777663,839714
01/14/2005,1178.25,1186.75,1176.75,1183.75,5.75,+0.49%,518753,798175
01/13/2005,1187.75,1190.25,1176.25,1178,-9.5,-0.80%,727580,830791
01/12/2005,1186,1189.75,1176.75,1187.5,3.5,+0.30%,948455,827578
01/11/2005,1191.25,1192.75,1181.75,1184,-7.75,-0.65%,759233,816648
01/10/2005,1187,1196.75,1185.25,1191.75,5.5,+0.46%,727775,825187
01/07/2005,1188.5,1194.5,1183.5,1186.25,-2,-0.17%,766197,828632
01/06/2005,1183.25,1193.75,1182.75,1188.25,5,+0.42%,678414,822895
01/05/2005,1190.75,1195,1182.75,1183.25,-7.75,-0.65%,855689,816988
01/04/2005,1206.25,1209.5,1186.75,1191,-15.25,-1.26%,869562,796843
01/03/2005,1213.5,1221.25,1201.75,1206.25,-7.5,-0.62%,672360,777438
12/31/2004,1214.75,1219.75,1210.75,1213.75,-1,-0.08%,246153,741148
12/30/2004,1216.75,1219,1213.5,1214.75,-2.25,-0.18%,210317,748094
12/29/2004,1215.5,1217.25,1212.75,1217,1.5,+0.12%,210237,742222
12/28/2004,1208.5,1216.75,1207.75,1215.5,7,+0.58%,251113,724632
12/27/2004,1212.25,1217,1207.25,1208.5,-3.25,-0.27%,297065,729778
12/23/2004,1210.75,1216.5,1209,1211.75,0.75,+0.06%,268933,733340
12/22/2004,1207.25,1214.25,1206.75,1211,3,+0.25%,401650,729708
12/21/2004,1198.5,1208.5,1197.25,1208,9.25,+0.77%,451956,714063
12/20/2004,1197.5,1206.75,1195.25,1198.75,0.5,+0.04%,494262,693615
12/17/2004,1206.25,1209,1195.25,1198.25,-8.25,-0.68%,821953,690600
12/16/2004,1207,1210.75,1200.25,1206.5,-0.75,-0.06%,729814,686288
12/15/2004,1206.5,1209.5,1201.5,1207.25,0.75,+0.06%,632881,666133
12/14/2004,1202.25,1208.25,1199.25,1206.5,4,+0.33%,608799,677640
12/13/2004,1192,1202.75,1191.75,1202.5,10.75,+0.90%,562390,558604
"Downloaded from Barchart.com as of 07-23-2021 03:05pm CDT"
