Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
07/26/2021,4388,4394.25,4366.25,4386.5,-6.25,-0.14%,234,0
07/23/2021,4361,4397,4357.5,4392.75,43.5,+1.00%,1640,0
07/22/2021,4342.25,4360.5,4331,4349.25,9,+0.21%,1413,57821
07/21/2021,4308.75,4344.25,4299.75,4340.25,35,+0.81%,1164,57041
07/20/2021,4250,4318.25,4243,4305.25,64.25,+1.51%,1478,56681
07/19/2021,4307,4309.75,4214.25,4241,-67.25,-1.56%,2045,56411
07/16/2021,4337,4357,4303.75,4308.25,-33.25,-0.77%,847,56240
07/15/2021,4358,4359.25,4322.5,4341.5,-15.75,-0.36%,907,56091
07/14/2021,4350,4374,4339.75,4357.25,6.5,+0.15%,2558,55872
07/13/2021,4364,4373,4346.5,4350.75,-15.25,-0.35%,1457,54534
07/12/2021,4351.5,4368.25,4332,4366,16.5,+0.38%,1167,53955
07/09/2021,4301.25,4353.25,4283.25,4349.5,47,+1.09%,862,53177
07/08/2021,4340.25,4341.5,4269.75,4302.5,-37,-0.85%,1541,52998
07/07/2021,4319.5,4342.5,4310.5,4339.5,16,+0.37%,1181,52399
07/06/2021,4331,4337.25,4295.5,4323.5,-9,-0.21%,2477,52527
07/02/2021,4297,4336,4297,4332.5,32,+0.74%,2174,51709
07/01/2021,4284,4301,4276.25,4300.5,22.25,+0.52%,1347,50723
06/30/2021,4273,4283.75,4259,4278.25,6.5,+0.15%,1237,50186
06/29/2021,4267.75,4280.25,4262,4271.75,1.5,+0.04%,655,49854
06/28/2021,4266,4272,4254.25,4270.25,9,+0.21%,402,49686
06/25/2021,4249.75,4266,4244,4261.25,15.25,+0.36%,537,49598
06/24/2021,4227,4253,4227,4246,24.5,+0.58%,787,49470
06/23/2021,4226.5,4238,4221,4221.5,-4.75,-0.11%,2416,49235
06/22/2021,4207.25,4235,4196.5,4226.25,22.25,+0.53%,667,48267
06/21/2021,4132.5,4209,4117,4204,60.5,+1.46%,719,48137
06/18/2021,4207.75,4210,4131,4143.5,-59,-1.40%,934,48053
06/17/2021,4191.75,4212.25,4173.25,4202.5,-0.5,-0.01%,1338,47715
06/16/2021,4228,4231.25,4181,4203,-23.5,-0.56%,1418,47287
06/15/2021,4238.25,4248.25,4218.75,4226.5,-9.5,-0.22%,797,46696
06/14/2021,4230,4238.5,4215,4236,9.25,+0.22%,369,46428
"Downloaded from Barchart.com as of 07-26-2021 07:47am CDT"
