Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
09/11/2014,1986.75,1991.5,1977.25,1989,2,+0.10%,803889,945046
09/10/2014,1981.75,1988.25,1973.75,1987,5.25,+0.26%,283842,423177
09/09/2014,1992.5,1995,1975.25,1981.75,-10.75,-0.54%,85879,225390
09/08/2014,1998,1998,1986,1992.5,-5.5,-0.28%,61986,185494
09/05/2014,1991.25,1999.5,1980.5,1998,8.25,+0.41%,44212,146203
09/04/2014,1991,2001.75,1982.75,1989.75,-1,-0.05%,45297,121207
09/03/2014,1991.75,2002.75,1988.25,1990.75,-1,-0.05%,27707,88964
09/02/2014,1991,1998.25,1984.75,1991.75,-1.75,-0.09%,22377,71566
08/29/2014,1990.75,1995.75,1984.5,1993.5,4.75,+0.24%,4168,61492
08/28/2014,1988.25,1991.75,1979.5,1988.75,-0.5,-0.03%,13036,61627
08/27/2014,1990.75,1992.5,1985.75,1989.25,-1.5,-0.08%,3995,55754
08/26/2014,1987,1994.5,1984.5,1990.75,3.75,+0.19%,7791,53714
08/25/2014,1980.25,1991.5,1980.25,1987,7,+0.35%,5825,49222
08/22/2014,1982,1983.5,1973.75,1980,-1.75,-0.09%,3557,47935
08/21/2014,1974.75,1984,1973,1981.75,6.25,+0.32%,2750,47798
08/20/2014,1969.5,1978,1965.5,1975.5,6,+0.30%,8137,46818
08/19/2014,1960.75,1971.75,1960.75,1969.5,9.75,+0.50%,2211,43456
08/18/2014,1948.25,1961,1948.25,1959.75,15.25,+0.78%,4727,42974
08/15/2014,1946.25,1953,1929.5,1944.5,-1.25,-0.06%,13700,41164
08/14/2014,1937.75,1947,1934.25,1945.75,9,+0.46%,3065,40550
08/13/2014,1924.75,1938.5,1923.25,1936.75,14.25,+0.74%,3222,39319
08/12/2014,1927,1930.5,1915.75,1922.5,-2.25,-0.12%,2347,38470
08/11/2014,1918.25,1933,1917,1924.75,8.75,+0.46%,6170,37578
08/08/2014,1897.75,1920.25,1882.75,1916,18.5,+0.97%,6294,34714
08/07/2014,1907.5,1917.75,1892,1897.5,-9.5,-0.50%,3740,34731
08/06/2014,1905.75,1915.25,1895.25,1907,2,+0.10%,2952,34459
08/05/2014,1922.75,1925,1899.75,1905,-19.25,-1.00%,4256,34078
08/04/2014,1912,1929.5,1907.25,1924.25,13.75,+0.72%,2828,33076
08/01/2014,1919.75,1924,1902.5,1910.5,-6.5,-0.34%,8453,32323
07/31/2014,1957.25,1957.25,1916,1917,-40.25,-2.06%,7643,29466
07/30/2014,1957,1966.25,1948.75,1957.25,2.25,+0.12%,4343,28232
07/29/2014,1964.75,1971.5,1954.5,1955,-10,-0.51%,2301,27672
07/28/2014,1963.25,1968,1953.25,1965,1.5,+0.08%,3521,26872
07/25/2014,1971,1972.75,1960.5,1963.5,-9.25,-0.47%,1959,25183
07/24/2014,1972.75,1977.75,1969,1972.75,-0.25,-0.01%,2762,25065
07/23/2014,1967,1975.25,1965.25,1973,6,+0.31%,2242,25067
07/22/2014,1957.75,1972.5,1957.75,1967,8.5,+0.43%,2102,24319
07/21/2014,1962.5,1963.5,1951.25,1958.5,-5.25,-0.27%,3194,24121
07/18/2014,1940.5,1966.25,1934.75,1963.75,18,+0.93%,4342,22435
07/17/2014,1964,1968.25,1941,1945.75,-21.25,-1.08%,3890,21146
07/16/2014,1960.25,1970,1959.5,1967,6.75,+0.34%,1477,19714
07/15/2014,1963.25,1968.25,1951.25,1960.25,-3,-0.15%,2709,19621
07/14/2014,1954.75,1965.75,1951.75,1963.25,8.75,+0.45%,3428,19627
07/11/2014,1949,1955.5,1945.25,1954.5,4.5,+0.23%,2837,17717
07/10/2014,1959.75,1960,1937.75,1950,-9.25,-0.47%,4226,16485
07/09/2014,1953.25,1960.25,1950.5,1959.25,6.75,+0.35%,1235,15736
07/08/2014,1962.25,1962.25,1945,1952.5,-10.5,-0.53%,2271,15731
07/07/2014,1968.75,1969.25,1959.75,1963,-6.75,-0.34%,2633,14981
07/03/2014,1960,1970,1958.25,1969.75,9.75,+0.50%,1721,13585
07/02/2014,1958.25,1962.5,1957,1960,2,+0.10%,1511,12530
07/01/2014,1947.25,1963.75,1946,1958,13.5,+0.69%,1355,11628
06/30/2014,1943.5,1948.5,1940.25,1944.5,0.5,+0.03%,1085,11512
06/27/2014,1940.75,1946,1935,1944,3,+0.15%,3361,11322
06/26/2014,1941,1944.75,1928.25,1941,-0.75,-0.04%,1227,9323
06/25/2014,1934,1945.25,1929.75,1941.75,6.25,+0.32%,1653,9031
06/24/2014,1943.5,1952.25,1932.25,1935.5,-9.75,-0.50%,3193,8855
06/23/2014,1945.25,1952.25,1942.75,1945.25,-0.25,-0.01%,537,8853
06/20/2014,1942.25,1948.75,1941,1945.5,3,+0.15%,396,8824
06/19/2014,1940.75,1944,1936.5,1942.5,1,+0.05%,1355,8698
06/18/2014,1925.5,1942.25,1923.25,1941.5,15.5,+0.80%,1122,8260
06/17/2014,1922.25,1928,1916.75,1926,4.5,+0.23%,1881,8169
06/16/2014,1920,1925.5,1912.25,1921.5,0.75,+0.04%,403,7636
"Downloaded from Barchart.com as of 07-26-2021 07:43am CDT"
