Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
09/13/2007,1488.25,1504.25,1484.25,1498,8.5,+0.57%,1147767,689592
09/12/2007,1485,1494.25,1479,1489.5,3.75,+0.25%,196990,422418
09/11/2007,1467.5,1487.5,1465.75,1485.75,17.75,+1.21%,93240,303376
09/10/2007,1470.5,1478,1453.5,1468,-4.5,-0.31%,104431,248889
09/07/2007,1492.5,1492.75,1463,1472.5,-20,-1.34%,67229,227429
09/06/2007,1489.25,1497.25,1482.75,1492.5,2.75,+0.18%,39773,204922
09/05/2007,1502,1502.25,1481.5,1489.75,-13.25,-0.88%,36493,180856
09/04/2007,1489.5,1512.25,1481.5,1503,13.5,+0.91%,38397,172044
08/31/2007,1474,1497.25,1474,1489.5,15.5,+1.05%,16400,148041
08/30/2007,1476.75,1483.75,1465,1474,-3.75,-0.25%,47009,150336
08/29/2007,1451.25,1479.5,1447,1477.75,27.75,+1.91%,20761,118010
08/28/2007,1481.25,1482.25,1446.75,1450,-32,-2.16%,18072,108101
08/27/2007,1494.5,1495,1480.5,1482,-14,-0.94%,10862,102441
08/24/2007,1477.25,1496,1472.25,1496,17.75,+1.20%,20635,95855
08/23/2007,1479.75,1495.25,1469,1478.25,-1.75,-0.12%,24146,81188
08/22/2007,1461,1480.5,1460.5,1480,19,+1.30%,11599,76329
08/21/2007,1456,1470.5,1451.25,1461,1.25,+0.09%,11221,76447
08/20/2007,1463.5,1467.25,1445.75,1459.75,-0.75,-0.05%,5723,71108
08/17/2007,1435,1483.5,1410.75,1460.5,25.5,+1.78%,5488,69971
08/16/2007,1425,1440.5,1385,1435,9.75,+0.68%,15292,68767
08/15/2007,1444.25,1457.75,1419.75,1425.25,-20.5,-1.42%,17765,61372
08/14/2007,1465,1474.25,1441.75,1445.75,-21.25,-1.45%,24622,54856
08/13/2007,1468.5,1484,1466,1467,4.25,+0.29%,9369,37122
08/10/2007,1468.75,1479.75,1440,1462.75,-6.75,-0.46%,9650,29904
08/09/2007,1515.5,1516.5,1468.5,1469.5,-47,-3.10%,6461,23510
08/08/2007,1497.75,1522.5,1495,1516.5,22,+1.47%,4423,20566
08/07/2007,1477.25,1506.5,1473.25,1494.5,15,+1.01%,3392,18282
08/06/2007,1447.75,1485.25,1444,1479.5,25,+1.72%,3977,18520
08/03/2007,1493.25,1496,1448.5,1454.5,-39.5,-2.64%,1592,16580
08/02/2007,1485,1494.75,1477,1494,12,+0.81%,1862,16558
08/01/2007,1473.25,1486.5,1454.75,1482,8,+0.54%,4862,16433
07/31/2007,1494.25,1508.25,1468.75,1474,-19,-1.27%,3004,14047
07/30/2007,1467.25,1496.5,1467.25,1493,23,+1.56%,3745,13459
07/27/2007,1502.5,1508.5,1470,1470,-30,-2.00%,3746,11587
07/26/2007,1536.25,1542,1483.5,1500,-37.5,-2.44%,3589,12018
07/25/2007,1534.5,1545,1523.75,1537.5,2,+0.13%,3789,11512
07/24/2007,1560.5,1564.75,1529.75,1535.5,-27,-1.73%,4753,11306
07/23/2007,1558,1569.5,1556.5,1562.5,4,+0.26%,558,9998
07/20/2007,1570.25,1575,1551,1558.5,-15,-0.95%,864,10028
07/19/2007,1570.25,1578.25,1562.5,1573.5,5.25,+0.33%,1106,9780
07/18/2007,1570.25,1571,1556.25,1568.25,-4,-0.25%,1984,9806
07/17/2007,1573.5,1578.75,1569,1572.25,-1,-0.06%,386,8949
07/16/2007,1574.25,1579.5,1570.5,1573.25,-0.25,-0.02%,2468,8956
07/13/2007,1568.25,1579,1567.25,1573.5,4.25,+0.27%,2482,8191
07/12/2007,1547.5,1572.25,1543.25,1569.25,25,+1.62%,1585,6949
07/11/2007,1533,1544.25,1528.75,1544.25,11.25,+0.73%,528,6555
07/10/2007,1555.5,1557,1532.5,1533,-23,-1.48%,1292,6560
07/09/2007,1554.75,1559.5,1551.75,1556,0.25,+0.02%,1892,6051
07/06/2007,1550,1557,1544,1555.75,8,+0.52%,954,4691
07/05/2007,1550.75,1553.25,1541.75,1547.75,-1.75,-0.11%,239,4715
07/03/2007,1545.25,1550.5,1545.25,1549.5,5.5,+0.36%,411,4760
07/02/2007,1530.5,1545.5,1530,1544,15.75,+1.03%,580,4791
06/29/2007,1531.25,1543,1517.75,1528.25,-2,-0.13%,2021,4488
06/28/2007,1530.75,1540.75,1528.75,1530.25,-1.75,-0.11%,2619,3752
06/27/2007,1509,1532.5,1505.5,1532,21.25,+1.41%,416,2015
06/26/2007,1527.75,1532,1510.5,1510.75,-15.75,-1.03%,1173,1978
06/25/2007,1533.75,1540.5,1518.25,1526.5,-7,-0.46%,864,1539
06/22/2007,1542,1545.75,1527,1533.5,-15.5,-1.00%,772,1215
06/21/2007,1540.75,1550,1531.5,1549,8.75,+0.57%,882,846
06/20/2007,1561.25,1567.5,1539,1540.25,-22,-1.41%,566,849
06/19/2007,1558,1563.75,1554,1562.25,3,+0.19%,504,722
06/18/2007,1556,1565.25,1556,1559.25,-1.75,-0.11%,114,261
"Downloaded from Barchart.com as of 07-26-2021 07:39am CDT"
